sort_order,namespace,object_id,property_path,value_type,unit,source_sheet,source_cell,required,include_runtime,notes_ru
1891,test_build,build_kangaroo_default,special2,string,,Test Builds,E10,1,0,Источник Test Builds.Special 2
1892,test_build,build_kangaroo_default,passive,string,,Test Builds,F10,1,0,Источник Test Builds.Passive
1893,test_build,build_kangaroo_default,offense_gear,string,,Test Builds,G10,1,0,Источник Test Builds.Offense Gear
1894,test_build,build_kangaroo_default,defense_gear,string,,Test Builds,H10,1,0,Источник Test Builds.Defense Gear
1895,test_build,build_kangaroo_default,utility_gear,string,,Test Builds,I10,1,0,Источник Test Builds.Utility Gear
1896,test_build,build_kangaroo_default,tactic_id,string,,Test Builds,J10,1,0,Источник Test Builds.Tactic ID
1897,test_build,build_kangaroo_anti_grab,build_id,string,,Test Builds,A11,1,0,Источник Test Builds.Build ID
1898,test_build,build_kangaroo_anti_grab,animal_id,string,,Test Builds,C11,1,0,Источник Test Builds.Animal ID
1899,test_build,build_kangaroo_anti_grab,special1,string,,Test Builds,D11,1,0,Источник Test Builds.Special 1
1900,test_build,build_kangaroo_anti_grab,special2,string,,Test Builds,E11,1,0,Источник Test Builds.Special 2
1901,test_build,build_kangaroo_anti_grab,passive,string,,Test Builds,F11,1,0,Источник Test Builds.Passive
1902,test_build,build_kangaroo_anti_grab,offense_gear,string,,Test Builds,G11,1,0,Источник Test Builds.Offense Gear
1903,test_build,build_kangaroo_anti_grab,defense_gear,string,,Test Builds,H11,1,0,Источник Test Builds.Defense Gear
1904,test_build,build_kangaroo_anti_grab,utility_gear,string,,Test Builds,I11,1,0,Источник Test Builds.Utility Gear
1905,test_build,build_kangaroo_anti_grab,tactic_id,string,,Test Builds,J11,1,0,Источник Test Builds.Tactic ID
1906,test_build,build_kangaroo_kite,build_id,string,,Test Builds,A12,1,0,Источник Test Builds.Build ID
1907,test_build,build_kangaroo_kite,animal_id,string,,Test Builds,C12,1,0,Источник Test Builds.Animal ID
1908,test_build,build_kangaroo_kite,special1,string,,Test Builds,D12,1,0,Источник Test Builds.Special 1
1909,test_build,build_kangaroo_kite,special2,string,,Test Builds,E12,1,0,Источник Test Builds.Special 2
1910,test_build,build_kangaroo_kite,passive,string,,Test Builds,F12,1,0,Источник Test Builds.Passive
1911,test_build,build_kangaroo_kite,offense_gear,string,,Test Builds,G12,1,0,Источник Test Builds.Offense Gear
1912,test_build,build_kangaroo_kite,defense_gear,string,,Test Builds,H12,1,0,Источник Test Builds.Defense Gear
1913,test_build,build_kangaroo_kite,utility_gear,string,,Test Builds,I12,1,0,Источник Test Builds.Utility Gear
1914,test_build,build_kangaroo_kite,tactic_id,string,,Test Builds,J12,1,0,Источник Test Builds.Tactic ID
1915,test_build,build_kangaroo_signature,build_id,string,,Test Builds,A13,1,0,Источник Test Builds.Build ID
1916,test_build,build_kangaroo_signature,animal_id,string,,Test Builds,C13,1,0,Источник Test Builds.Animal ID
1917,test_build,build_kangaroo_signature,special1,string,,Test Builds,D13,1,0,Источник Test Builds.Special 1
1918,test_build,build_kangaroo_signature,special2,string,,Test Builds,E13,1,0,Источник Test Builds.Special 2
1919,test_build,build_kangaroo_signature,passive,string,,Test Builds,F13,1,0,Источник Test Builds.Passive
1920,test_build,build_kangaroo_signature,offense_gear,string,,Test Builds,G13,1,0,Источник Test Builds.Offense Gear
1921,test_build,build_kangaroo_signature,defense_gear,string,,Test Builds,H13,1,0,Источник Test Builds.Defense Gear
1922,test_build,build_kangaroo_signature,utility_gear,string,,Test Builds,I13,1,0,Источник Test Builds.Utility Gear
1923,test_build,build_kangaroo_signature,tactic_id,string,,Test Builds,J13,1,0,Источник Test Builds.Tactic ID
1924,test_build,build_gorilla_default,build_id,string,,Test Builds,A14,1,0,Источник Test Builds.Build ID
1925,test_build,build_gorilla_default,animal_id,string,,Test Builds,C14,1,0,Источник Test Builds.Animal ID
1926,test_build,build_gorilla_default,special1,string,,Test Builds,D14,1,0,Источник Test Builds.Special 1
1927,test_build,build_gorilla_default,special2,string,,Test Builds,E14,1,0,Источник Test Builds.Special 2
1928,test_build,build_gorilla_default,passive,string,,Test Builds,F14,1,0,Источник Test Builds.Passive
1929,test_build,build_gorilla_default,offense_gear,string,,Test Builds,G14,1,0,Источник Test Builds.Offense Gear
1930,test_build,build_gorilla_default,defense_gear,string,,Test Builds,H14,1,0,Источник Test Builds.Defense Gear
1931,test_build,build_gorilla_default,utility_gear,string,,Test Builds,I14,1,0,Источник Test Builds.Utility Gear
1932,test_build,build_gorilla_default,tactic_id,string,,Test Builds,J14,1,0,Источник Test Builds.Tactic ID
1933,test_build,build_gorilla_anti_heavy,build_id,string,,Test Builds,A15,1,0,Источник Test Builds.Build ID
1934,test_build,build_gorilla_anti_heavy,animal_id,string,,Test Builds,C15,1,0,Источник Test Builds.Animal ID
1935,test_build,build_gorilla_anti_heavy,special1,string,,Test Builds,D15,1,0,Источник Test Builds.Special 1
1936,test_build,build_gorilla_anti_heavy,special2,string,,Test Builds,E15,1,0,Источник Test Builds.Special 2
1937,test_build,build_gorilla_anti_heavy,passive,string,,Test Builds,F15,1,0,Источник Test Builds.Passive
1938,test_build,build_gorilla_anti_heavy,offense_gear,string,,Test Builds,G15,1,0,Источник Test Builds.Offense Gear
1939,test_build,build_gorilla_anti_heavy,defense_gear,string,,Test Builds,H15,1,0,Источник Test Builds.Defense Gear
1940,test_build,build_gorilla_anti_heavy,utility_gear,string,,Test Builds,I15,1,0,Источник Test Builds.Utility Gear
1941,test_build,build_gorilla_anti_heavy,tactic_id,string,,Test Builds,J15,1,0,Источник Test Builds.Tactic ID
1942,test_build,build_gorilla_wall_pressure,build_id,string,,Test Builds,A16,1,0,Источник Test Builds.Build ID
1943,test_build,build_gorilla_wall_pressure,animal_id,string,,Test Builds,C16,1,0,Источник Test Builds.Animal ID
1944,test_build,build_gorilla_wall_pressure,special1,string,,Test Builds,D16,1,0,Источник Test Builds.Special 1
1945,test_build,build_gorilla_wall_pressure,special2,string,,Test Builds,E16,1,0,Источник Test Builds.Special 2
1946,test_build,build_gorilla_wall_pressure,passive,string,,Test Builds,F16,1,0,Источник Test Builds.Passive
1947,test_build,build_gorilla_wall_pressure,offense_gear,string,,Test Builds,G16,1,0,Источник Test Builds.Offense Gear
1948,test_build,build_gorilla_wall_pressure,defense_gear,string,,Test Builds,H16,1,0,Источник Test Builds.Defense Gear
1949,test_build,build_gorilla_wall_pressure,utility_gear,string,,Test Builds,I16,1,0,Источник Test Builds.Utility Gear
1950,test_build,build_gorilla_wall_pressure,tactic_id,string,,Test Builds,J16,1,0,Источник Test Builds.Tactic ID
1951,test_build,build_gorilla_signature,build_id,string,,Test Builds,A17,1,0,Источник Test Builds.Build ID
1952,test_build,build_gorilla_signature,animal_id,string,,Test Builds,C17,1,0,Источник Test Builds.Animal ID
1953,test_build,build_gorilla_signature,special1,string,,Test Builds,D17,1,0,Источник Test Builds.Special 1
1954,test_build,build_gorilla_signature,special2,string,,Test Builds,E17,1,0,Источник Test Builds.Special 2
1955,test_build,build_gorilla_signature,passive,string,,Test Builds,F17,1,0,Источник Test Builds.Passive
1956,test_build,build_gorilla_signature,offense_gear,string,,Test Builds,G17,1,0,Источник Test Builds.Offense Gear
1957,test_build,build_gorilla_signature,defense_gear,string,,Test Builds,H17,1,0,Источник Test Builds.Defense Gear
1958,test_build,build_gorilla_signature,utility_gear,string,,Test Builds,I17,1,0,Источник Test Builds.Utility Gear
1959,test_build,build_gorilla_signature,tactic_id,string,,Test Builds,J17,1,0,Источник Test Builds.Tactic ID
1960,matchup_test,bear_vs_bear,matchup_id,string,,Expected Matchups,A6,1,0,Источник Expected Matchups.Matchup ID
1961,matchup_test,bear_vs_bear,animal_a,string,,Expected Matchups,B6,1,0,Источник Expected Matchups.Animal A
1962,matchup_test,bear_vs_bear,animal_b,string,,Expected Matchups,C6,1,0,Источник Expected Matchups.Animal B
1963,matchup_test,bear_vs_bear,target_win_rate_a,number,,Expected Matchups,D6,1,0,Источник Expected Matchups.Target Win Rate A
1964,matchup_test,bear_vs_bear,min_win_rate_a,number,,Expected Matchups,E6,1,0,Источник Expected Matchups.Min Win Rate A
1965,matchup_test,bear_vs_bear,max_win_rate_a,number,,Expected Matchups,F6,1,0,Источник Expected Matchups.Max Win Rate A
1966,matchup_test,bear_vs_bear,target_draw_rate_max,number,,Expected Matchups,G6,1,0,Источник Expected Matchups.Draw Rate Max
1967,matchup_test,bear_vs_bear,target_timeout_rate_max,number,,Expected Matchups,H6,1,0,Источник Expected Matchups.Timeout Rate Max
1968,matchup_test,bear_vs_bear,target_duration_min_sec,int,,Expected Matchups,I6,1,0,Источник Expected Matchups.Duration Min Sec
1969,matchup_test,bear_vs_bear,target_duration_max_sec,int,,Expected Matchups,J6,1,0,Источник Expected Matchups.Duration Max Sec
1970,matchup_test,bear_vs_bear,target_signature_use_min,number,,Expected Matchups,K6,1,0,Источник Expected Matchups.Signature Use Min
1971,matchup_test,bear_vs_bear,target_signature_use_max,number,,Expected Matchups,L6,1,0,Источник Expected Matchups.Signature Use Max
1972,matchup_test,bear_vs_bear,expected_edge,string,,Expected Matchups,M6,1,0,Источник Expected Matchups.Expected Edge
1973,matchup_test,bear_vs_bear,control_build_a,string,,Expected Matchups,N6,1,0,Источник Expected Matchups.Control Build A
1974,matchup_test,bear_vs_bear,control_build_b,string,,Expected Matchups,O6,1,0,Источник Expected Matchups.Control Build B
1975,matchup_test,bear_vs_kangaroo,matchup_id,string,,Expected Matchups,A7,1,0,Источник Expected Matchups.Matchup ID
1976,matchup_test,bear_vs_kangaroo,animal_a,string,,Expected Matchups,B7,1,0,Источник Expected Matchups.Animal A
1977,matchup_test,bear_vs_kangaroo,animal_b,string,,Expected Matchups,C7,1,0,Источник Expected Matchups.Animal B
1978,matchup_test,bear_vs_kangaroo,target_win_rate_a,number,,Expected Matchups,D7,1,0,Источник Expected Matchups.Target Win Rate A
1979,matchup_test,bear_vs_kangaroo,min_win_rate_a,number,,Expected Matchups,E7,1,0,Источник Expected Matchups.Min Win Rate A
1980,matchup_test,bear_vs_kangaroo,max_win_rate_a,number,,Expected Matchups,F7,1,0,Источник Expected Matchups.Max Win Rate A
1981,matchup_test,bear_vs_kangaroo,target_draw_rate_max,number,,Expected Matchups,G7,1,0,Источник Expected Matchups.Draw Rate Max
1982,matchup_test,bear_vs_kangaroo,target_timeout_rate_max,number,,Expected Matchups,H7,1,0,Источник Expected Matchups.Timeout Rate Max
1983,matchup_test,bear_vs_kangaroo,target_duration_min_sec,int,,Expected Matchups,I7,1,0,Источник Expected Matchups.Duration Min Sec
1984,matchup_test,bear_vs_kangaroo,target_duration_max_sec,int,,Expected Matchups,J7,1,0,Источник Expected Matchups.Duration Max Sec
1985,matchup_test,bear_vs_kangaroo,target_signature_use_min,number,,Expected Matchups,K7,1,0,Источник Expected Matchups.Signature Use Min
1986,matchup_test,bear_vs_kangaroo,target_signature_use_max,number,,Expected Matchups,L7,1,0,Источник Expected Matchups.Signature Use Max
1987,matchup_test,bear_vs_kangaroo,expected_edge,string,,Expected Matchups,M7,1,0,Источник Expected Matchups.Expected Edge
1988,matchup_test,bear_vs_kangaroo,control_build_a,string,,Expected Matchups,N7,1,0,Источник Expected Matchups.Control Build A
1989,matchup_test,bear_vs_kangaroo,control_build_b,string,,Expected Matchups,O7,1,0,Источник Expected Matchups.Control Build B
1990,matchup_test,bear_vs_gorilla,matchup_id,string,,Expected Matchups,A8,1,0,Источник Expected Matchups.Matchup ID
1991,matchup_test,bear_vs_gorilla,animal_a,string,,Expected Matchups,B8,1,0,Источник Expected Matchups.Animal A
1992,matchup_test,bear_vs_gorilla,animal_b,string,,Expected Matchups,C8,1,0,Источник Expected Matchups.Animal B
1993,matchup_test,bear_vs_gorilla,target_win_rate_a,number,,Expected Matchups,D8,1,0,Источник Expected Matchups.Target Win Rate A
1994,matchup_test,bear_vs_gorilla,min_win_rate_a,number,,Expected Matchups,E8,1,0,Источник Expected Matchups.Min Win Rate A
1995,matchup_test,bear_vs_gorilla,max_win_rate_a,number,,Expected Matchups,F8,1,0,Источник Expected Matchups.Max Win Rate A
1996,matchup_test,bear_vs_gorilla,target_draw_rate_max,number,,Expected Matchups,G8,1,0,Источник Expected Matchups.Draw Rate Max
1997,matchup_test,bear_vs_gorilla,target_timeout_rate_max,number,,Expected Matchups,H8,1,0,Источник Expected Matchups.Timeout Rate Max
1998,matchup_test,bear_vs_gorilla,target_duration_min_sec,int,,Expected Matchups,I8,1,0,Источник Expected Matchups.Duration Min Sec
1999,matchup_test,bear_vs_gorilla,target_duration_max_sec,int,,Expected Matchups,J8,1,0,Источник Expected Matchups.Duration Max Sec
2000,matchup_test,bear_vs_gorilla,target_signature_use_min,number,,Expected Matchups,K8,1,0,Источник Expected Matchups.Signature Use Min
2001,matchup_test,bear_vs_gorilla,target_signature_use_max,number,,Expected Matchups,L8,1,0,Источник Expected Matchups.Signature Use Max
2002,matchup_test,bear_vs_gorilla,expected_edge,string,,Expected Matchups,M8,1,0,Источник Expected Matchups.Expected Edge
2003,matchup_test,bear_vs_gorilla,control_build_a,string,,Expected Matchups,N8,1,0,Источник Expected Matchups.Control Build A
2004,matchup_test,bear_vs_gorilla,control_build_b,string,,Expected Matchups,O8,1,0,Источник Expected Matchups.Control Build B
2005,matchup_test,kangaroo_vs_bear,matchup_id,string,,Expected Matchups,A9,1,0,Источник Expected Matchups.Matchup ID
2006,matchup_test,kangaroo_vs_bear,animal_a,string,,Expected Matchups,B9,1,0,Источник Expected Matchups.Animal A
2007,matchup_test,kangaroo_vs_bear,animal_b,string,,Expected Matchups,C9,1,0,Источник Expected Matchups.Animal B
2008,matchup_test,kangaroo_vs_bear,target_win_rate_a,number,,Expected Matchups,D9,1,0,Источник Expected Matchups.Target Win Rate A
2009,matchup_test,kangaroo_vs_bear,min_win_rate_a,number,,Expected Matchups,E9,1,0,Источник Expected Matchups.Min Win Rate A
2010,matchup_test,kangaroo_vs_bear,max_win_rate_a,number,,Expected Matchups,F9,1,0,Источник Expected Matchups.Max Win Rate A
2011,matchup_test,kangaroo_vs_bear,target_draw_rate_max,number,,Expected Matchups,G9,1,0,Источник Expected Matchups.Draw Rate Max
2012,matchup_test,kangaroo_vs_bear,target_timeout_rate_max,number,,Expected Matchups,H9,1,0,Источник Expected Matchups.Timeout Rate Max
2013,matchup_test,kangaroo_vs_bear,target_duration_min_sec,int,,Expected Matchups,I9,1,0,Источник Expected Matchups.Duration Min Sec
2014,matchup_test,kangaroo_vs_bear,target_duration_max_sec,int,,Expected Matchups,J9,1,0,Источник Expected Matchups.Duration Max Sec
2015,matchup_test,kangaroo_vs_bear,target_signature_use_min,number,,Expected Matchups,K9,1,0,Источник Expected Matchups.Signature Use Min
2016,matchup_test,kangaroo_vs_bear,target_signature_use_max,number,,Expected Matchups,L9,1,0,Источник Expected Matchups.Signature Use Max
2017,matchup_test,kangaroo_vs_bear,expected_edge,string,,Expected Matchups,M9,1,0,Источник Expected Matchups.Expected Edge
2018,matchup_test,kangaroo_vs_bear,control_build_a,string,,Expected Matchups,N9,1,0,Источник Expected Matchups.Control Build A
2019,matchup_test,kangaroo_vs_bear,control_build_b,string,,Expected Matchups,O9,1,0,Источник Expected Matchups.Control Build B
2020,matchup_test,kangaroo_vs_kangaroo,matchup_id,string,,Expected Matchups,A10,1,0,Источник Expected Matchups.Matchup ID
2021,matchup_test,kangaroo_vs_kangaroo,animal_a,string,,Expected Matchups,B10,1,0,Источник Expected Matchups.Animal A
2022,matchup_test,kangaroo_vs_kangaroo,animal_b,string,,Expected Matchups,C10,1,0,Источник Expected Matchups.Animal B
2023,matchup_test,kangaroo_vs_kangaroo,target_win_rate_a,number,,Expected Matchups,D10,1,0,Источник Expected Matchups.Target Win Rate A
